municipality_id;Gebietsname;eligible_voters;retrieved;invalid;valid;FPOE;FPOE_per
10000;Burgenland;233182;189911;2850;187061;32448;17.34621327
10100;Eisenstadt Stadt;10798;8574;89;8485;1162;13.69475545
10101;Eisenstadt;10798;7192;78;7114;1023;14.38009559
10200;Rust Stadt;1594;1276;21;1255;239;19.0438247
10201;Rust;1594;1055;18;1037;209;20.15429122
10300;Eisenstadt - Umgebung;34307;28264;448;27816;4327;15.55579523
10301;Breitenbrunn am Neusiedler See;1582;1137;27;1110;149;13.42342342
10302;Donnerskirchen;1535;1076;17;1059;200;18.88574127
10303;Großhöflein;1676;1164;25;1139;183;16.0667252
10304;Hornstein;2397;1647;34;1613;267;16.55300682
10305;Klingenbach;870;635;9;626;86;13.73801917
10306;Leithaprodersdorf;965;710;11;699;87;12.44635193
10307;Mörbisch am See;1821;1347;21;1326;262;19.7586727
10308;Müllendorf;1146;868;16;852;108;12.67605634
10309;Neufeld an der Leitha;2642;1868;28;1840;343;18.64130435
10310;Oggau am Neusiedler See;1471;1149;25;1124;164;14.59074733
10311;Oslip;1021;751;14;737;90;12.21166893
10312;Purbach am Neusiedler See;2387;1597;25;1572;283;18.00254453
10313;Sankt Margarethen im Burgenland;2298;1666;26;1640;303;18.47560976
10314;Schützen am Gebirge;1108;849;18;831;112;13.47773767
10315;Siegendorf;2270;1634;29;1605;259;16.13707165
10316;Steinbrunn;2099;1503;16;1487;249;16.74512441
10317;Trausdorf an der Wulka;1658;1150;11;1139;171;15.01316945
10318;Wimpassing an der Leitha;1226;851;12;839;172;20.50059595
10319;Wulkaprodersdorf;1486;1123;24;1099;105;9.554140127
10320;Loretto;411;283;1;282;48;17.0212766
10321;Stotzing;645;470;8;462;76;16.45021645
10322;Zillingtal;761;527;7;520;84;16.15384615
10323;Zagersdorf;832;595;9;586;73;12.45733788
10400;Güssing;21151;17336;227;17109;2828;16.52931206
10401;Bocksdorf;674;488;4;484;104;21.48760331
10402;Burgauberg-Neudauberg;1097;771;13;758;163;21.50395778
10403;Eberau;722;495;7;488;68;13.93442623
10404;Gerersdorf-Sulz;834;601;4;597;83;13.90284757
10405;Güssing;2954;1969;33;1936;314;16.21900826
10406;Güttenbach;725;510;10;500;61;12.2
10407;Heiligenbrunn;651;455;7;448;66;14.73214286
10408;Kukmirn;1651;1122;21;1101;224;20.34514078
10409;Neuberg im Burgenland;833;576;6;570;73;12.80701754
10410;Neustift bei Güssing;412;268;3;265;56;21.13207547
10411;Olbendorf;1200;836;19;817;185;22.64381885
10412;Ollersdorf im Burgenland;805;649;10;639;95;14.86697966
10413;Sankt Michael im Burgenland;811;617;9;608;106;17.43421053
10414;Stegersbach;2091;1419;15;1404;260;18.51851852
10415;Stinatz;940;652;7;645;34;5.271317829
10416;Strem;762;537;9;528;90;17.04545455
10417;Tobaj;1112;808;9;799;166;20.77596996
10418;Hackerberg;287;203;2;201;26;12.93532338
10419;Wörterberg;396;290;3;287;47;16.37630662
10420;Großmürbisch;212;149;1;148;10;6.756756757
10421;Inzenhof;252;197;2;195;31;15.8974359
10422;Kleinmürbisch;205;134;3;131;21;16.03053435
10423;Tschanigraben;54;38;1;37;5;13.51351351
10424;Heugraben;187;152;1;151;32;21.19205298
10425;Rohr im Burgenland;327;241;1;240;50;20.83333333
10426;Bildein;261;214;1;213;36;16.90140845
10427;Rauchwart;371;279;8;271;71;26.19926199
10428;Moschendorf;325;257;4;253;34;13.43873518
10500;Jennersdorf;14311;11323;166;11157;2366;21.2064175
10501;Deutsch Kaltenbrunn;1470;965;19;946;191;20.19027484
10502;Eltendorf;791;533;5;528;126;23.86363636
10503;Heiligenkreuz im Lafnitztal;966;632;8;624;131;20.99358974
10504;Jennersdorf;3465;2257;32;2225;619;27.82022472
10505;Minihof-Liebau;879;633;10;623;141;22.63242376
10506;Mogersdorf;915;650;10;640;132;20.625
10507;Neuhaus am Klausenbach;754;498;5;493;93;18.86409736
10508;Rudersdorf;1835;1214;23;1191;227;19.05961377
10509;Sankt Martin an der Raab;1715;1277;22;1255;246;19.60159363
10510;Weichselbaum;586;447;11;436;85;19.49541284
10511;Königsdorf;611;453;6;447;89;19.91051454
10512;Mühlgraben;324;237;6;231;38;16.45021645
10600;Mattersburg;31587;25758;400;25358;4230;16.68112627
10601;Draßburg;939;624;7;617;74;11.99351702
10602;Forchtenstein;2253;1593;20;1573;285;18.11824539
10603;Hirm;751;583;18;565;83;14.69026549
10604;Loipersbach im Burgenland;988;704;23;681;176;25.84434655
10605;Marz;1615;1208;24;1184;165;13.93581081
10606;Mattersburg;5767;3878;64;3814;661;17.33088621
10607;Neudörfl;3448;2331;35;2296;480;20.90592334
10608;Pöttelsdorf;621;396;5;391;56;14.32225064
10609;Pöttsching;2405;1739;19;1720;261;15.1744186
10610;Rohrbach bei Mattersburg;2130;1559;22;1537;232;15.09433962
10611;Bad Sauerbrunn;1772;1182;16;1166;233;19.98284734
10612;Schattendorf;1937;1494;36;1458;206;14.12894376
10613;Sieggraben;991;739;14;725;152;20.96551724
10614;Sigleß;964;765;5;760;102;13.42105263
10615;Wiesen;2203;1605;30;1575;354;22.47619048
10616;Antau;614;486;11;475;78;16.42105263
10617;Baumgarten;698;517;8;509;61;11.98428291
10618;Zemendorf-Stöttera;1008;712;9;703;94;13.371266
10619;Krensdorf;483;350;8;342;61;17.83625731
10700;Neusiedl am See;45429;36582;580;36002;6451;17.91844898
10701;Andau;1919;1452;18;1434;299;20.85076709
10702;Apetlon;1525;1142;15;1127;170;15.08429459
10703;Bruckneudorf;2368;1532;21;1511;371;24.55327598
10704;Deutsch Jahrndorf;443;346;7;339;74;21.82890855
10705;Frauenkirchen;2350;1566;34;1532;272;17.75456919
10706;Gattendorf;951;716;12;704;147;20.88068182
10707;Gols;3133;2228;40;2188;468;21.38939671
10708;Halbturn;1594;1210;19;1191;223;18.72376154
10709;Illmitz;2053;1617;21;1596;242;15.16290727
10710;Jois;1268;895;15;880;172;19.54545455
10711;Kittsee;1508;1002;16;986;153;15.51724138
10712;Mönchhof;1828;1289;27;1262;234;18.54199683
10713;Neusiedl am See;6233;3952;57;3895;623;15.99486521
10714;Nickelsdorf;1254;887;15;872;191;21.90366972
10715;Pama;858;656;9;647;55;8.500772798
10716;Pamhagen;1365;914;11;903;120;13.28903654
10717;Parndorf;3286;2060;39;2021;466;23.05789213
10718;Podersdorf am See;1755;1281;26;1255;190;15.13944223
10719;Sankt Andrä am Zicksee;1127;878;9;869;148;17.0310702
10720;Tadten;1009;753;8;745;84;11.27516779
10721;Wallern im Burgenland;1421;1099;25;1074;208;19.36685289
10722;Weiden am See;1933;1382;21;1361;273;20.05878031
10723;Winden am See;1077;719;18;701;117;16.69044223
10724;Zurndorf;1677;1278;32;1246;333;26.72552167
10725;Neudorf;563;399;5;394;53;13.45177665
10726;Potzneusiedl;434;324;4;320;72;22.5
10727;Edelstal;497;356;3;353;51;14.44759207
10800;Oberpullendorf;30701;25504;406;25098;3628;14.45533509
10801;Deutschkreutz;2522;1780;24;1756;271;15.43280182
10802;Draßmarkt;1136;847;13;834;81;9.712230216
10803;Frankenau-Unterpullendorf;922;653;7;646;69;10.68111455
10804;Großwarasdorf;1164;807;9;798;90;11.27819549
10805;Horitschon;1464;1087;16;1071;182;16.99346405
10806;Kaisersdorf;480;361;5;356;47;13.20224719
10807;Kobersdorf;1550;1172;16;1156;216;18.68512111
10808;Lackenbach;929;632;11;621;108;17.39130435
10809;Lockenhaus;1649;1133;21;1112;195;17.53597122
10810;Lutzmannsburg;704;524;4;520;93;17.88461538
10811;Mannersdorf an der Rabnitz;1477;1108;27;1081;209;19.33395005
10812;Markt Sankt Martin;990;776;17;759;113;14.88801054
10813;Neckenmarkt;1412;1069;10;1059;144;13.59773371
10814;Neutal;894;715;14;701;92;13.12410842
10815;Nikitsch;1154;812;11;801;74;9.238451935
10816;Oberpullendorf;2501;1463;29;1434;224;15.62064156
10817;Pilgersdorf;1385;1026;22;1004;135;13.44621514
10818;Piringsdorf;712;542;11;531;54;10.16949153
10819;Raiding;742;485;11;474;44;9.282700422
10820;Ritzing;747;536;12;524;92;17.55725191
10821;Steinberg-Dörfl;1041;801;18;783;117;14.94252874
10822;Stoob;1142;828;16;812;109;13.42364532
10823;Weppersdorf;1507;1124;26;1098;211;19.21675774
10824;Lackendorf;490;336;5;331;46;13.89728097
10825;Unterfrauenhaid;526;388;7;381;51;13.38582677
10826;Unterrabnitz-Schwendgraben;527;424;7;417;46;11.03117506
10827;Weingraben;277;226;0;226;17;7.522123894
10828;Oberloisdorf;657;512;16;496;78;15.72580645
10900;Oberwart;43304;34575;506;34069;7101;20.8429951
10901;Bad Tatzmannsdorf;1270;831;15;816;178;21.81372549
10902;Bernstein;1780;1243;20;1223;207;16.9255928
10903;Deutsch Schützen-Eisenberg;949;742;15;727;144;19.80742779
10904;Grafenschachen;1051;809;23;786;188;23.91857506
10905;Großpetersdorf;2881;1897;27;1870;311;16.63101604
10906;Hannersdorf;627;447;5;442;59;13.34841629
10907;Kemeten;1236;876;9;867;258;29.75778547
10908;Kohfidisch;1193;894;21;873;173;19.81672394
10909;Litzelsdorf;951;691;11;680;202;29.70588235
10910;Loipersdorf-Kitzladen;1051;839;16;823;210;25.5164034
10911;Mariasdorf;990;708;10;698;182;26.07449857
10912;Markt Allhau;1505;1117;17;1100;243;22.09090909
10913;Markt Neuhodis;554;412;4;408;54;13.23529412
10914;Mischendorf;1342;1022;18;1004;136;13.54581673
10915;Oberdorf im Burgenland;849;644;14;630;127;20.15873016
10916;Oberschützen;1891;1295;16;1279;306;23.92494136
10917;Oberwart;5653;3515;40;3475;708;20.37410072
10918;Pinkafeld;4503;2873;49;2824;787;27.86827195
10919;Rechnitz;2409;1607;26;1581;360;22.77039848
10920;Riedlingsdorf;1334;912;23;889;288;32.39595051
10921;Rotenturm an der Pinka;1153;887;12;875;121;13.82857143
10922;Schachendorf;547;405;6;399;61;15.28822055
10923;Stadtschlaining;1629;1117;16;1101;221;20.07266122
10924;Unterkohlstätten;830;661;6;655;83;12.67175573
10925;Unterwart;673;478;6;472;88;18.6440678
10926;Weiden bei Rechnitz;685;540;5;535;109;20.37383178
10927;Wiesfleck;958;702;7;695;186;26.76258993
10928;Wolfau;1116;798;10;788;188;23.85786802
10929;Neustift an der Lafnitz;653;493;8;485;103;21.2371134
10930;Jabing;590;457;7;450;79;17.55555556
10931;Badersdorf;243;193;4;189;34;17.98941799
10932;Schandorf;208;152;2;150;20;13.33333333
20000;Kärnten;437785;317146;5334;311812;61674;19.77922594
20100;Klagenfurt Stadt;73873;51678;701;50977;8055;15.8012437
20101;Klagenfurt am Wörthersee;73873;43331;649;42682;7166;16.78927885
20200;Villach Stadt;44596;31257;446;30811;5494;17.83129402
20201;Villach;44596;27169;423;26746;5010;18.73177298
20300;Hermagor;14669;11521;225;11296;1923;17.02372521
20302;Dellach;1027;663;19;644;111;17.23602484
20305;Hermagor-Pressegger See;5457;3452;60;3392;612;18.04245283
20306;Kirchbach;2109;1401;23;1378;283;20.53701016
20307;Kötschach-Mauthen;2718;1666;57;1609;234;14.54319453
20316;St. Stefan im Gailtal;1304;868;25;843;133;15.77698695
20320;Gitschtal;974;660;10;650;170;26.15384615
20321;Lesachtal;1080;737;14;723;62;8.57538036
20400;Klagenfurt-Land;47226;35112;577;34535;5979;17.312871
20402;Ebenthal in Kärnten;6359;4020;57;3963;858;21.65026495
20403;Feistritz im Rosental;1949;1143;24;1119;182;16.26452189
20405;Ferlach;5473;3363;79;3284;647;19.70158343
20409;Grafenstein;2327;1450;43;1407;271;19.26083866
20412;Keutschach am See;1967;1123;14;1109;150;13.52569883
20414;Köttmannsdorf;2380;1556;29;1527;280;18.33660773
20415;Krumpendorf am Wörthersee;2625;1542;15;1527;216;14.1453831
20416;Ludmannsdorf;1444;915;9;906;119;13.13465784
20417;Maria Rain;1986;1254;23;1231;246;19.98375305
20418;Maria Saal;3130;1959;34;1925;315;16.36363636
20419;Maria Wörth;1283;687;4;683;95;13.90922401
20421;Moosburg;3612;2026;31;1995;432;21.65413534
20424;Pörtschach am Wörther See;2236;1269;16;1253;186;14.8443735
20425;Poggersdorf;2558;1793;37;1756;346;19.70387244
20428;St. Margareten im Rosental;879;538;14;524;76;14.50381679
20432;Schiefling am Wörthersee;1962;1258;21;1237;235;18.99757478
20435;Techelsberg am Wörther See;1780;1000;27;973;193;19.83556012
20441;Zell;502;324;9;315;12;3.80952381
20442;Magdalensberg;2774;1746;34;1712;307;17.93224299
20500;Sankt Veit an der Glan;44371;31680;556;31124;7333;23.56059632
20501;Althofen;3795;2212;36;2176;465;21.36948529
20502;Brückl;2250;1407;38;1369;293;21.40248356
20503;Deutsch-Griffen;750;411;6;405;198;48.88888889
20504;Eberstein;1020;607;14;593;168;28.33052277
20505;Friesach;4235;2389;30;2359;612;25.94319627
20506;Glödnitz;667;396;7;389;116;29.82005141
20508;Gurk;1015;730;17;713;221;30.99579243
20509;Guttaring;1201;748;19;729;143;19.61591221
20511;Hüttenberg;1182;711;7;704;241;34.23295455
20512;Kappel am Krappfeld;1582;1062;21;1041;229;21.99807877
20513;Klein St. Paul;1458;938;20;918;250;27.23311547
20515;Liebenfels;2661;1671;29;1642;339;20.6455542
20518;Metnitz;1663;1136;28;1108;301;27.16606498
20519;Micheldorf;846;444;15;429;100;23.31002331
20520;Mölbling;1063;669;13;656;227;34.60365854
20523;St. Georgen am Längsee;2926;1834;27;1807;419;23.18760376
20527;St. Veit an der Glan;9764;5364;100;5264;1020;19.3768997
20530;Straßburg;1678;1089;29;1060;329;31.03773585
20531;Weitensfeld im Gurktal;1724;1092;15;1077;333;30.91922006
20534;Frauenstein;2891;1906;28;1878;431;22.94994675
20600;Spittal an der Drau;61469;44690;737;43953;10148;23.08829886
20601;Bad Kleinkirchheim;1295;636;4;632;181;28.63924051
20602;Baldramsdorf;1553;915;20;895;258;28.82681564
20603;Berg im Drautal;1050;672;14;658;71;10.79027356
20604;Dellach im Drautal;1321;780;17;763;117;15.33420708
20605;Großkirchheim;1074;713;4;709;212;29.90126939
20607;Flattach;963;577;8;569;151;26.53778559
20608;Gmünd in Kärnten;2139;1353;37;1316;326;24.77203647
20609;Greifenburg;1377;859;16;843;217;25.74139976
20610;Heiligenblut am Großglockner;826;494;15;479;99;20.66805846
20611;Irschen;1620;1089;21;1068;212;19.85018727
20613;Kleblach-Lind;973;675;17;658;122;18.54103343
20616;Lendorf;1430;897;13;884;224;25.33936652
20618;Mallnitz;627;415;2;413;51;12.34866828
20619;Malta;1653;938;22;916;273;29.80349345
20620;Millstatt am See;2757;1593;19;1574;299;18.99618806
20622;Mörtschach;679;416;5;411;117;28.46715328
20624;Mühldorf;823;508;7;501;210;41.91616766
20625;Oberdrauburg;969;616;15;601;127;21.13144759
20627;Obervellach;1772;1036;7;1029;249;24.19825073
20630;Radenthein;4811;2834;59;2775;713;25.69369369
20631;Rangersdorf;1347;768;11;757;251;33.15719947
20632;Rennweg am Katschberg;1471;979;22;957;207;21.63009404
20633;Sachsenburg;1030;668;8;660;181;27.42424242
20634;Seeboden am Millstätter See;5173;3130;60;3070;710;23.12703583
20635;Spittal an der Drau;11790;6658;126;6532;1448;22.16778934
20636;Stall;1302;793;12;781;294;37.64404609
20637;Steinfeld;1646;1027;16;1011;236;23.34322453
20638;Trebesing;947;590;16;574;152;26.48083624
20639;Weißensee;617;384;4;380;72;18.94736842
20640;Winklern;1004;537;7;530;133;25.09433962
20642;Krems in Kärnten;1438;872;14;858;228;26.57342657
20643;Lurnfeld;2214;1291;23;1268;326;25.70977918
20644;Reißeck;1778;1137;20;1117;279;24.97761862
20700;Villach-Land;51393;38059;706;37353;7634;20.43744813
20701;Afritz am See;1196;725;17;708;206;29.0960452
20702;Arnoldstein;5215;3242;65;3177;651;20.49102927
20703;Arriach;1133;657;17;640;224;35
20705;Bad Bleiberg;1798;1010;19;991;196;19.77800202
20707;Feistritz an der Gail;503;336;6;330;56;16.96969697
20708;Feld am See;889;552;14;538;154;28.62453532
20710;Ferndorf;1762;1160;26;1134;312;27.51322751
20711;Finkenstein am Faaker See;7036;4459;85;4374;795;18.17558299
20712;Fresach;1024;713;20;693;216;31.16883117
20713;Hohenthurn;646;422;6;416;55;13.22115385
20719;Nötsch im Gailtal;1839;1231;18;1213;247;20.36273702
20720;Paternion;4773;3086;74;3012;614;20.38512616
20721;Rosegg;1485;913;22;891;199;22.33445567
20722;St. Jakob im Rosental;3440;2119;31;2088;318;15.22988506
20723;Stockenboi;1309;876;33;843;257;30.48635824
20724;Treffen am Ossiacher See;3606;2071;41;2030;464;22.85714286
20725;Velden am Wörther See;6947;4130;69;4061;759;18.68997784
20726;Weißenstein;2438;1614;25;1589;358;22.52989301
20727;Wernberg;4354;2780;50;2730;623;22.82051282
20800;Völkermarkt;33234;24335;512;23823;4114;17.26902573
20801;Bleiburg;3019;1837;38;1799;269;14.95275153
20802;Diex;631;447;14;433;119;27.48267898
20803;Eberndorf;4710;2894;55;2839;541;19.05600564
20804;Eisenkappel-Vellach;1796;1157;30;1127;129;11.44631766
20805;Feistritz ob Bleiburg;1704;1137;34;1103;190;17.22574796
20806;Gallizien;1434;946;25;921;152;16.50380022
20807;Globasnitz;1289;821;24;797;133;16.68757842
20808;Griffen;2776;1797;40;1757;370;21.05862265
20810;Neuhaus;868;490;10;480;110;22.91666667
20812;Ruden;1241;768;31;737;152;20.62415197
20813;St. Kanzian am Klopeiner See;3453;2159;41;2118;374;17.65816808
20815;Sittersdorf;1628;982;25;957;147;15.36050157
20817;Völkermarkt;8685;5323;115;5208;997;19.14362519
20900;Wolfsberg;43039;30595;544;30051;6785;22.57828358
20901;Bad St. Leonhard im Lavanttal;3582;2284;29;2255;470;20.84257206
20905;Frantschach-St. Gertraud;2030;1290;23;1267;284;22.41515391
20909;Lavamünd;2392;1486;28;1458;368;25.24005487
20911;Preitenegg;782;537;5;532;140;26.31578947
20912;Reichenfels;1494;1002;23;979;207;21.14402451
20913;St. Andrä;8237;4972;89;4883;1358;27.81077207
20914;St. Georgen im Lavanttal;1652;1052;29;1023;329;32.16031281
20918;St. Paul im Lavanttal;2727;1671;23;1648;444;26.94174757
20923;Wolfsberg;20143;12317;253;12064;2525;20.93003979
21000;Feldkirchen;23915;16874;315;16559;4056;24.49423274
21001;Albeck;791;488;13;475;178;37.47368421
21002;Feldkirchen in Kärnten;11446;6609;126;6483;1602;24.71078205
21003;Glanegg;1539;883;15;868;168;19.35483871
21004;Gnesau;824;533;11;522;145;27.77777778
21005;Himmelberg;1845;1151;34;1117;323;28.91674127
21006;Ossiach;576;356;8;348;90;25.86206897
21007;Reichenau;1431;866;25;841;223;26.51605232
21008;St. Urban;1191;691;11;680;246;36.17647059
21009;Steindorf am Ossiacher See;2952;1734;28;1706;407;23.85697538
21010;Steuerberg;1320;771;16;755;177;23.44370861
30000;Niederösterreich;1292902;1042486;15210;1027276;168565;16.40893002
30100;Krems an der Donau Stadt;18070;13703;172;13531;2014;14.88433966
30101;Krems an der Donau;18070;11430;159;11271;1779;15.78387011
30200;Sankt Pölten Stadt;39559;30076;426;29650;4451;15.01180438
30201;St. Pölten;39559;25632;387;25245;3963;15.69815805
30300;Waidhofen an der Ybbs Stadt;8910;7353;108;7245;880;12.1463078
30301;Waidhofen an der Ybbs;8910;6067;99;5968;776;13.00268097
30400;Wiener Neustadt Stadt;31417;22376;254;22122;4523;20.44571015
30401;Wiener Neustadt;31417;19229;228;19001;4058;21.3567707
30500;Amstetten;90724;74542;1253;73289;11935;16.28484493
30501;Allhartsberg;1715;1286;30;1256;176;14.01273885
30502;Amstetten;17357;11537;189;11348;2207;19.44836094
30503;Ardagger;2819;2164;55;2109;377;17.87577051
30504;Aschbach-Markt;2937;1962;26;1936;347;17.92355372
30506;Behamberg;2686;2022;39;1983;366;18.45688351
30507;Biberbach;1838;1392;17;1375;227;16.50909091
30508;Ennsdorf;2288;1581;25;1556;270;17.35218509
30509;Ernsthofen;1862;1282;22;1260;173;13.73015873
30510;Ertl;1020;725;16;709;153;21.5796897
30511;Euratsfeld;2115;1719;29;1690;252;14.9112426
30512;Ferschnitz;1467;1088;16;1072;180;16.79104478
30514;Haag;4513;2970;58;2912;405;13.90796703
30515;Haidershofen;2964;2183;41;2142;373;17.41363212
30516;Hollenstein an der Ybbs;1354;972;18;954;91;9.538784067
30517;Kematen an der Ybbs;1931;1408;39;1369;251;18.33455077
30520;Neuhofen an der Ybbs;2301;1690;31;1659;302;18.20373719
30521;Neustadtl an der Donau;1701;1317;24;1293;226;17.47873163
30522;Oed-Oehling;1510;986;18;968;176;18.18181818
30524;Opponitz;695;538;12;526;79;15.01901141
30526;St. Georgen am Reith;442;350;2;348;58;16.66666667
30527;St. Georgen am Ybbsfelde;2249;1548;17;1531;286;18.68060091
30529;St. Pantaleon-Erla;2115;1477;33;1444;241;16.68975069
30530;St. Peter in der Au;4113;2891;62;2829;483;17.07317073
30531;St. Valentin;7434;5138;91;5047;804;15.9302556
30532;Seitenstetten;2680;1919;42;1877;305;16.24933404
30533;Sonntagberg;3090;2139;42;2097;321;15.30758226
30534;Strengberg;1621;1156;21;1135;173;15.24229075
30536;Viehdorf;1074;812;10;802;133;16.58354115
30538;Wallsee-Sindelburg;1721;1078;18;1060;177;16.69811321
30539;Weistrach;1848;1315;28;1287;208;16.16161616
30541;Winklarn;1371;1010;20;990;179;18.08080808
30542;Wolfsbach;1586;1171;23;1148;177;15.41811847
30543;Ybbsitz;2818;2155;23;2132;306;14.35272045
30544;Zeillern;1489;1075;16;1059;172;16.24173749
30600;Baden;107228;83964;1088;82876;14303;17.25831363
30601;Alland;1995;1273;13;1260;230;18.25396825
30602;Altenmarkt an der Triesting;1529;1083;17;1066;185;17.35459662
30603;Bad Vöslau;8743;5836;80;5756;854;14.83669215
30604;Baden;18857;12159;128;12031;1582;13.14936414
30605;Berndorf;6427;4120;82;4038;806;19.96037642
30607;Ebreichsdorf;8168;5355;62;5293;1177;22.23691668
30608;Enzesfeld-Lindabrunn;3306;2335;49;2286;447;19.55380577
30609;Furth an der Triesting;675;516;8;508;74;14.56692913
30612;Günselsdorf;1295;904;17;887;187;21.08229989
30613;Heiligenkreuz;1121;811;10;801;134;16.72908864
30614;Hernstein;1270;1006;13;993;160;16.11278953
30615;Hirtenberg;1639;1099;17;1082;263;24.30683919
30616;Klausen-Leopoldsdorf;1358;847;12;835;189;22.63473054
30618;Kottingbrunn;5610;3808;46;3762;684;18.18181818
30620;Leobersdorf;3573;2336;31;2305;445;19.30585683
30621;Mitterndorf an der Fischa;1960;1273;23;1250;344;27.52
30623;Oberwaltersdorf;3445;2224;24;2200;369;16.77272727
30625;Pfaffstätten;2642;1931;14;1917;239;12.46739697
30626;Pottendorf;5290;3493;52;3441;750;21.79598954
30627;Pottenstein;2163;1431;19;1412;250;17.70538244
30629;Reisenberg;1319;947;19;928;223;24.03017241
30631;Schönau an der Triesting;1607;1071;19;1052;163;15.49429658
30633;Seibersdorf;1203;869;16;853;172;20.16412661
30635;Sooß;778;569;9;560;78;13.92857143
30636;Tattendorf;1101;850;8;842;141;16.74584323
30637;Teesdorf;1403;1049;16;1033;164;15.87608906
30639;Traiskirchen;13405;9462;140;9322;1767;18.95515984
30641;Trumau;2642;1894;29;1865;349;18.71313673
30645;Weissenbach an der Triesting;1298;898;17;881;172;19.52326901
30646;Blumau-Neurißhof;1406;871;12;859;229;26.6589057
30700;Bruck an der Leitha;72905;56460;747;55713;10395;18.65812288
30701;Au am Leithaberge;767;582;12;570;130;22.80701754
30702;Bad Deutsch-Altenburg;1187;803;9;794;198;24.93702771
30703;Berg;492;387;4;383;49;12.79373368
30704;Bruck an der Leitha;5803;3849;41;3808;665;17.46323529
30706;Enzersdorf an der Fischa;2578;1812;25;1787;391;21.88024622
30708;Göttlesbrunn-Arbesthal;1132;863;11;852;144;16.90140845
30709;Götzendorf an der Leitha;1528;1146;24;1122;184;16.39928699
30710;Hainburg a.d. Donau;3735;2336;31;2305;485;21.04121475
30711;Haslau-Maria Ellend;1475;1029;9;1020;176;17.25490196
30712;Höflein;988;750;13;737;148;20.08141113
30713;Hof am Leithaberge;1188;931;16;915;207;22.62295082
30715;Hundsheim;474;374;7;367;74;20.16348774
30716;Mannersdorf am Leithagebirge;2932;2091;36;2055;342;16.64233577
30718;Petronell-Carnuntum;955;687;5;682;110;16.12903226
30719;Prellenkirchen;1185;851;12;839;142;16.92491061
30721;Rohrau;1214;879;11;868;167;19.23963134
30722;Scharndorf;927;703;15;688;92;13.37209302
30724;Sommerein;1613;1175;14;1161;250;21.53316107
30726;Trautmannsdorf an der Leitha;2353;1658;27;1631;271;16.61557327
30728;Wolfsthal;568;424;5;419;79;18.85441527
30729;Ebergassing;2722;1710;20;1690;357;21.12426036
30730;Fischamend;4074;2411;38;2373;516;21.74462705
30731;Gramatneusiedl;2315;1477;21;1456;267;18.33791209
30732;Himberg;5577;3606;56;3550;709;19.97183099
30733;Klein-Neusiedl;632;416;4;412;76;18.44660194
30734;Lanzendorf;1388;897;9;888;138;15.54054054
30735;Leopoldsdorf;3943;2654;27;2627;451;17.1678721
30736;Maria-Lanzendorf;1625;1037;16;1021;231;22.62487757
30737;Moosbrunn;1326;927;12;915;147;16.06557377
30738;Rauchenwarth;572;410;14;396;38;9.595959596
30739;Schwadorf;1560;970;17;953;185;19.41238195
30740;Schwechat;12751;7685;104;7581;1596;21.05263158
30741;Zwölfaxing;1326;856;9;847;202;23.84887839
30800;Gänserndorf;78441;61164;761;60403;11679;19.33513236
30801;Aderklaa;150;109;1;108;17;15.74074074
30802;Andlersdorf;105;74;0;74;6;8.108108108
30803;Angern an der March;2544;1753;19;1734;358;20.64590542
30804;Auersthal;1471;1112;13;1099;150;13.64877161
30805;Bad Pirawarth;1312;891;16;875;134;15.31428571
30808;Deutsch-Wagram;6618;4368;59;4309;914;21.21141796
30810;Drösing;927;628;5;623;122;19.58266453
30811;Dürnkrut;1800;1232;15;1217;301;24.73294988
30812;Ebenthal;686;524;12;512;119;23.2421875
30813;Eckartsau;954;684;7;677;138;20.38404727
30814;Engelhartstetten;1577;1097;12;1085;234;21.56682028
30817;Gänserndorf;8239;5295;66;5229;1018;19.46834959
30819;Glinzendorf;214;147;1;146;37;25.34246575
30821;Groß-Enzersdorf;8484;5518;65;5453;976;17.89840455
30822;Großhofen;65;56;0;56;5;8.928571429
30824;Groß-Schweinbarth;1016;781;20;761;97;12.74638633
30825;Haringsee;915;652;9;643;100;15.55209953
30826;Hauskirchen;1020;699;12;687;125;18.19505095
30827;Hohenau an der March;2130;1342;17;1325;287;21.66037736
30828;Hohenruppersdorf;756;584;9;575;79;13.73913043
30829;Jedenspeigen;916;680;9;671;84;12.51862891
30830;Lassee;2106;1522;20;1502;382;25.43275632
30831;Leopoldsdorf im Marchfelde;2089;1457;20;1437;297;20.66805846
30834;Mannsdorf an der Donau;271;198;2;196;41;20.91836735
30835;Marchegg;2092;1407;13;1394;310;22.23816356
30836;Markgrafneusiedl;719;512;8;504;118;23.41269841
30838;Matzen-Raggendorf;2104;1512;22;1490;249;16.7114094
30841;Neusiedl an der Zaya;1002;684;7;677;154;22.74741507
30842;Obersiebenbrunn;1324;871;5;866;211;24.36489607
30844;Orth an der Donau;1634;997;18;979;211;21.5526047
30845;Palterndorf-Dobermannsdorf;1045;731;10;721;179;24.82662968
30846;Parbasdorf;132;111;0;111;17;15.31531532
30848;Prottes;1093;738;12;726;139;19.14600551
30849;Raasdorf;429;319;5;314;24;7.643312102
30850;Ringelsdorf-Niederabsdorf;1030;710;13;697;98;14.06025825
30852;Schönkirchen-Reyersdorf;1515;1082;8;1074;204;18.99441341
30854;Spannberg;788;608;11;597;134;22.44556114
